timestamp,date,hour,panel_id,irradiation,ambient_temp_c,module_temp_c,dc_power_kw,ac_power_kw,defect_type,efficiency_pct,confidence,severity,source,panel_capacity_kw,panel_age_years
2024-02-21 12:05:00,2024-02-21,12,solarcheck.qa@gmail.com,0.571,18.2,42.7,0.649,0.617,Snow-covered,31.1,87.7,warning,scan,0.6,7
2024-02-24 18:42:00,2024-02-24,18,ahmed.solar@gmail.com,0.128,18.2,39.4,0.048,0.045,Electrical-damage,42.0,97.4,critical,scan,8.0,6
2024-02-26 10:14:00,2024-02-26,10,pvtech.uae@gmail.com,0.549,14.8,40.9,0.889,0.838,Physical-damage,53.0,89.7,critical,scan,5.0,9
2024-02-26 17:12:00,2024-02-26,17,ahmed.solar@gmail.com,0.299,18.8,43.1,0.35,0.33,Dusty,67.9,94.3,info,scan,5.0,10
2024-02-27 16:24:00,2024-02-27,16,solarcheck.qa@gmail.com,0.383,18.3,43.1,0.825,0.773,Clean,87.0,90.3,info,scan,5.0,8
2024-02-28 10:58:00,2024-02-28,10,nora.renewables@hotmail.com,0.55,15.3,41.9,1.477,1.402,Clean,88.5,96.1,info,scan,0.72,12
2024-02-29 11:58:00,2024-02-29,11,reemya185@gmail.com,0.521,14.4,37.4,1.286,1.198,Physical-damage,70.3,94.6,critical,scan,0.72,4
2024-03-01 07:38:00,2024-03-01,7,maintenance01@solarfarm.com,0.18,20.7,40.7,0.067,0.063,Physical-damage,41.8,84.6,critical,scan,2.0,9
2024-03-01 15:24:00,2024-03-01,15,ahmed.solar@gmail.com,0.609,23.2,51.4,1.431,1.366,Dusty,77.9,84.7,info,scan,1.5,20
2024-03-01 16:09:00,2024-03-01,16,maintenance01@solarfarm.com,0.51,23.9,50.7,1.062,1.002,Clean,84.7,97.7,info,scan,0.4,4
2024-03-02 11:50:00,2024-03-02,11,solarcheck.qa@gmail.com,0.575,23.6,49.5,1.489,1.428,Dusty,75.9,92.6,info,scan,0.25,8
2024-03-02 12:25:00,2024-03-02,12,nora.renewables@hotmail.com,0.742,18.6,46.6,1.551,1.457,Electrical-damage,56.5,91.4,critical,scan,8.0,9
2024-03-02 14:45:00,2024-03-02,14,maintenance01@solarfarm.com,0.7,18.1,43.8,1.783,1.677,Dusty,73.2,93.9,info,scan,0.72,6
2024-03-02 17:20:00,2024-03-02,17,nora.renewables@hotmail.com,0.357,18.1,42.8,0.539,0.51,Clean,87.8,92.1,info,scan,0.72,18
2024-03-03 10:53:00,2024-03-03,10,reemya185@gmail.com,0.597,20.0,44.6,0.892,0.851,Physical-damage,49.5,94.2,critical,scan,5.0,8
2024-03-04 16:33:00,2024-03-04,16,solarcheck.qa@gmail.com,0.438,21.0,43.6,0.36,0.337,Electrical-damage,33.2,95.2,critical,scan,0.72,7
2024-03-06 08:13:00,2024-03-06,8,ahmed.solar@gmail.com,0.344,23.0,42.8,0.472,0.443,Bird-drop,79.2,87.0,warning,scan,0.25,14
2024-03-06 14:23:00,2024-03-06,14,pvtech.uae@gmail.com,0.722,23.7,54.9,1.798,1.716,Bird-drop,72.6,88.0,warning,scan,0.5,2
2024-03-07 10:06:00,2024-03-07,10,nora.renewables@hotmail.com,0.53,22.1,45.8,1.4,1.325,Clean,86.8,88.1,info,scan,0.45,13
2024-03-07 13:07:00,2024-03-07,13,nora.renewables@hotmail.com,0.666,20.2,47.6,2.105,2.002,Clean,86.5,98.2,info,scan,0.4,4
2024-03-07 16:41:00,2024-03-07,16,solar.ops.ksa@gmail.com,0.523,19.7,47.9,1.103,1.039,Clean,85.6,94.3,info,scan,0.3,7
2024-03-08 18:29:00,2024-03-08,18,green.energy.eg@gmail.com,0.172,22.2,38.4,0.127,0.122,Bird-drop,84.7,91.9,warning,scan,0.4,8
2024-03-09 08:56:00,2024-03-09,8,maintenance01@solarfarm.com,0.353,20.3,44.3,0.53,0.508,Clean,88.5,98.1,info,scan,3.0,7
2024-03-10 11:59:00,2024-03-10,11,solarcheck.qa@gmail.com,0.677,22.7,51.4,1.982,1.854,Clean,83.7,93.6,info,scan,3.0,3
2024-03-11 07:16:00,2024-03-11,7,green.energy.eg@gmail.com,0.147,19.4,40.9,0.103,0.098,Dusty,79.6,84.2,info,scan,0.3,6
2024-03-12 10:44:00,2024-03-12,10,ahmed.solar@gmail.com,0.561,20.7,45.2,1.432,1.349,Bird-drop,83.5,94.3,warning,scan,0.4,6
2024-03-12 16:25:00,2024-03-12,16,maintenance01@solarfarm.com,0.492,23.2,46.1,0.618,0.59,Snow-covered,51.7,89.1,warning,scan,3.0,17
2024-03-15 11:04:00,2024-03-15,11,solarcheck.qa@gmail.com,0.587,20.9,44.9,1.4,1.32,Dusty,68.7,85.1,info,scan,0.45,15
2024-03-17 16:47:00,2024-03-17,16,maintenance01@solarfarm.com,0.518,23.7,51.5,0.854,0.804,Dusty,66.9,92.1,info,scan,0.4,9
2024-03-18 11:08:00,2024-03-18,11,maintenance01@solarfarm.com,0.572,21.1,44.7,1.367,1.284,Dusty,68.6,82.3,info,scan,0.3,15
2024-03-18 17:15:00,2024-03-18,17,solar.ops.ksa@gmail.com,0.352,23.6,45.4,0.164,0.157,Snow-covered,27.4,90.3,warning,scan,3.0,13
2024-03-19 08:40:00,2024-03-19,8,maintenance01@solarfarm.com,0.349,18.4,39.8,0.503,0.47,Dusty,82.8,91.3,info,scan,10.0,7
2024-03-19 15:15:00,2024-03-19,15,fatima.pv@outlook.com,0.623,19.1,48.7,0.432,0.409,Snow-covered,22.8,94.4,warning,scan,1.5,4
2024-03-20 17:39:00,2024-03-20,17,maintenance01@solarfarm.com,0.305,22.9,46.2,0.313,0.298,Physical-damage,60.1,91.1,critical,scan,0.5,9
2024-03-22 08:26:00,2024-03-22,8,pvtech.uae@gmail.com,0.337,22.2,44.0,0.471,0.447,Dusty,81.5,95.0,info,scan,1.5,6
2024-03-22 09:10:00,2024-03-22,9,ahmed.solar@gmail.com,0.492,23.9,48.9,0.522,0.491,Electrical-damage,43.0,90.4,critical,scan,8.0,1
2024-03-22 09:54:00,2024-03-22,9,green.energy.eg@gmail.com,0.461,23.2,47.8,0.866,0.816,Dusty,76.3,86.8,info,scan,0.3,19
2024-03-24 08:57:00,2024-03-24,8,inspector_m@yahoo.com,0.289,20.1,39.9,0.221,0.212,Snow-covered,45.1,90.7,warning,scan,0.33,18
2024-03-25 10:55:00,2024-03-25,10,green.energy.eg@gmail.com,0.569,19.8,44.6,1.51,1.415,Clean,86.3,91.3,info,scan,0.4,8
2024-03-25 17:41:00,2024-03-25,17,fatima.pv@outlook.com,0.33,19.1,43.9,0.099,0.094,Snow-covered,17.5,91.0,warning,scan,0.33,9
2024-03-27 10:36:00,2024-03-27,10,green.energy.eg@gmail.com,0.538,22.3,49.3,0.829,0.787,Physical-damage,50.8,97.2,critical,scan,0.33,10
2024-03-27 14:34:00,2024-03-27,14,fatima.pv@outlook.com,0.704,20.8,46.8,1.865,1.79,Dusty,77.7,85.8,info,scan,0.5,15
2024-03-28 10:17:00,2024-03-28,10,reemya185@gmail.com,0.612,19.3,43.5,1.102,1.035,Electrical-damage,58.7,94.4,critical,scan,0.72,7
2024-04-01 13:08:00,2024-04-01,13,reemya185@gmail.com,0.883,28.3,57.8,2.665,2.512,Clean,81.9,95.1,info,scan,0.4,9
2024-04-04 18:16:00,2024-04-04,18,ahmed.solar@gmail.com,0.215,26.3,48.9,0.069,0.064,Snow-covered,35.5,91.6,warning,scan,3.0,5
2024-04-05 08:12:00,2024-04-05,8,nora.renewables@hotmail.com,0.374,23.3,48.9,0.323,0.303,Physical-damage,49.8,87.7,critical,scan,2.0,5
2024-04-08 09:33:00,2024-04-08,9,solar.ops.ksa@gmail.com,0.55,24.6,47.6,1.05,1.007,Dusty,78.9,85.1,info,scan,0.25,8
2024-04-12 12:40:00,2024-04-12,12,inspector_m@yahoo.com,0.866,26.1,55.1,2.647,2.528,Clean,84.0,98.8,info,scan,5.0,5
2024-04-12 13:18:00,2024-04-12,13,nora.renewables@hotmail.com,0.856,24.7,54.4,2.369,2.271,Bird-drop,76.4,91.7,warning,scan,8.0,2
2024-04-14 11:06:00,2024-04-14,11,solarcheck.qa@gmail.com,0.833,25.8,59.0,2.355,2.25,Clean,82.5,94.8,info,scan,3.0,6
2024-04-16 12:12:00,2024-04-16,12,pvtech.uae@gmail.com,0.719,23.5,53.8,2.056,1.944,Bird-drop,77.8,88.8,warning,scan,1.5,11
2024-04-16 17:02:00,2024-04-16,17,solar.ops.ksa@gmail.com,0.416,24.5,48.0,0.399,0.375,Electrical-damage,55.4,89.0,critical,scan,1.5,6
2024-04-17 11:22:00,2024-04-17,11,green.energy.eg@gmail.com,0.798,26.4,58.4,1.966,1.859,Bird-drop,71.2,96.8,warning,scan,5.0,13
2024-04-17 15:49:00,2024-04-17,15,pvtech.uae@gmail.com,0.625,23.6,52.0,1.606,1.516,Clean,84.2,98.2,info,scan,0.4,10
2024-04-18 17:58:00,2024-04-18,17,inspector_m@yahoo.com,0.327,26.8,47.6,0.395,0.374,Dusty,70.3,91.2,info,scan,10.0,9
2024-04-20 11:34:00,2024-04-20,11,solarcheck.qa@gmail.com,0.838,25.7,55.2,2.091,1.952,Dusty,71.2,93.0,info,scan,10.0,14
2024-04-24 07:18:00,2024-04-24,7,maintenance01@solarfarm.com,0.188,27.4,49.4,0.142,0.136,Clean,86.4,94.0,info,scan,5.0,3
2024-04-25 09:11:00,2024-04-25,9,fatima.pv@outlook.com,0.561,26.0,53.2,0.749,0.707,Electrical-damage,54.3,88.8,critical,scan,0.45,5
2024-04-25 14:11:00,2024-04-25,14,pvtech.uae@gmail.com,0.825,23.5,53.3,1.356,1.3,Physical-damage,48.2,93.6,critical,scan,0.5,14
2024-04-26 07:04:00,2024-04-26,7,pvtech.uae@gmail.com,0.174,24.9,42.5,0.136,0.13,Clean,89.2,98.4,info,scan,5.0,14
2024-04-28 10:43:00,2024-04-28,10,inspector_m@yahoo.com,0.713,27.6,56.9,1.475,1.414,Dusty,68.8,90.1,info,scan,3.0,3
2024-04-28 11:34:00,2024-04-28,11,inspector_m@yahoo.com,0.752,28.9,56.2,2.154,2.007,Clean,81.6,94.1,info,scan,0.4,11
2024-04-29 18:29:00,2024-04-29,18,green.energy.eg@gmail.com,0.184,23.4,42.2,0.113,0.106,Dusty,68.8,81.2,info,scan,0.25,2
2024-04-30 10:22:00,2024-04-30,10,reemya185@gmail.com,0.731,26.4,56.7,0.348,0.333,Snow-covered,15.8,94.0,warning,scan,0.45,4
2024-04-30 13:08:00,2024-04-30,13,reemya185@gmail.com,0.731,28.5,55.3,0.786,0.743,Electrical-damage,29.3,88.7,critical,scan,3.0,4
2024-05-01 13:39:00,2024-05-01,13,reemya185@gmail.com,0.819,33.3,65.8,1.849,1.757,Dusty,61.7,94.5,info,scan,1.0,6
2024-05-03 15:49:00,2024-05-03,15,solarcheck.qa@gmail.com,0.767,28.9,60.2,1.785,1.702,Dusty,77.0,93.5,info,scan,2.0,7
2024-05-03 18:49:00,2024-05-03,18,nora.renewables@hotmail.com,0.214,32.1,53.8,0.124,0.116,Dusty,64.7,82.6,info,scan,2.0,14
2024-05-04 10:10:00,2024-05-04,10,fatima.pv@outlook.com,0.759,32.1,62.5,1.742,1.66,Dusty,75.9,81.3,info,scan,0.6,7
2024-05-04 14:51:00,2024-05-04,14,inspector_m@yahoo.com,0.733,32.1,62.2,1.751,1.644,Bird-drop,68.5,82.6,warning,scan,3.0,4
2024-05-05 07:00:00,2024-05-05,7,fatima.pv@outlook.com,0.211,30.9,47.9,0.161,0.152,Clean,86.0,93.2,info,scan,0.72,6
2024-05-05 09:09:00,2024-05-05,9,reemya185@gmail.com,0.541,30.6,58.2,0.881,0.842,Dusty,67.1,86.7,info,scan,8.0,1
2024-05-06 07:41:00,2024-05-06,7,maintenance01@solarfarm.com,0.202,28.7,46.2,0.069,0.066,Electrical-damage,39.0,96.7,critical,scan,0.33,2
2024-05-08 11:53:00,2024-05-08,11,nora.renewables@hotmail.com,0.918,31.4,66.5,2.058,1.92,Dusty,63.9,83.2,info,scan,0.72,7
2024-05-08 12:42:00,2024-05-08,12,reemya185@gmail.com,0.967,31.3,65.1,0.669,0.628,Snow-covered,18.7,86.0,warning,scan,0.4,8
2024-05-08 14:54:00,2024-05-08,14,inspector_m@yahoo.com,0.746,33.6,63.0,1.732,1.626,Dusty,66.6,93.9,info,scan,8.0,5
2024-05-10 09:25:00,2024-05-10,9,pvtech.uae@gmail.com,0.593,30.1,58.5,1.036,0.972,Bird-drop,70.6,94.5,warning,scan,5.0,7
2024-05-11 17:41:00,2024-05-11,17,pvtech.uae@gmail.com,0.384,30.2,55.5,0.43,0.409,Physical-damage,65.5,90.0,critical,scan,5.0,4
2024-05-12 08:49:00,2024-05-12,8,inspector_m@yahoo.com,0.375,29.3,51.3,0.5,0.473,Dusty,77.5,85.3,info,scan,8.0,9
2024-05-12 10:46:00,2024-05-12,10,nora.renewables@hotmail.com,0.698,31.8,61.2,1.373,1.3,Dusty,64.7,83.5,info,scan,1.0,7
2024-05-13 08:47:00,2024-05-13,8,solarcheck.qa@gmail.com,0.384,32.8,54.6,0.551,0.52,Clean,83.3,89.2,info,scan,0.6,5
2024-05-14 11:48:00,2024-05-14,11,green.energy.eg@gmail.com,0.914,28.2,61.9,0.926,0.887,Snow-covered,29.7,97.5,warning,scan,0.6,8
2024-05-16 07:06:00,2024-05-16,7,reemya185@gmail.com,0.219,31.0,51.3,0.151,0.144,Dusty,78.5,95.5,info,scan,0.5,5
2024-05-16 14:46:00,2024-05-16,14,maintenance01@solarfarm.com,0.757,32.1,59.2,1.857,1.731,Bird-drop,69.9,89.4,warning,scan,0.6,6
2024-05-20 07:30:00,2024-05-20,7,reemya185@gmail.com,0.193,32.1,49.7,0.126,0.119,Bird-drop,73.6,88.1,warning,scan,0.5,4
2024-05-22 12:14:00,2024-05-22,12,inspector_m@yahoo.com,0.82,31.5,61.4,1.543,1.441,Physical-damage,50.6,86.6,critical,scan,5.0,11
2024-05-26 12:01:00,2024-05-26,12,fatima.pv@outlook.com,0.959,33.7,68.7,2.395,2.252,Dusty,67.6,93.3,info,scan,3.0,6
2024-05-28 16:41:00,2024-05-28,16,solarcheck.qa@gmail.com,0.637,32.7,61.8,1.102,1.053,Dusty,71.2,94.9,info,scan,0.72,17
2024-05-28 17:28:00,2024-05-28,17,fatima.pv@outlook.com,0.415,31.5,53.1,0.515,0.485,Bird-drop,71.9,94.0,warning,scan,0.3,7
2024-05-29 12:30:00,2024-05-29,12,ahmed.solar@gmail.com,0.825,33.5,65.9,2.397,2.288,Clean,79.8,95.9,info,scan,2.0,4
2024-05-30 08:42:00,2024-05-30,8,nora.renewables@hotmail.com,0.439,28.0,50.9,0.555,0.523,Dusty,73.2,95.5,info,scan,0.5,10
2024-05-30 10:19:00,2024-05-30,10,ahmed.solar@gmail.com,0.638,29.0,56.2,1.346,1.262,Dusty,68.7,85.1,info,scan,0.45,10
2024-06-01 07:41:00,2024-06-01,7,ahmed.solar@gmail.com,0.247,37.4,58.4,0.031,0.03,Snow-covered,14.5,89.9,warning,scan,0.45,13
2024-06-03 10:40:00,2024-06-03,10,fatima.pv@outlook.com,0.731,32.7,64.4,1.774,1.697,Clean,80.6,94.5,info,scan,1.5,4
2024-06-05 07:34:00,2024-06-05,7,ahmed.solar@gmail.com,0.247,37.0,59.3,0.162,0.155,Bird-drop,74.9,86.5,warning,scan,1.5,11
2024-06-05 13:17:00,2024-06-05,13,inspector_m@yahoo.com,0.998,33.3,65.4,2.667,2.498,Dusty,72.0,90.2,info,scan,8.0,13
2024-06-05 14:10:00,2024-06-05,14,ahmed.solar@gmail.com,0.953,35.8,70.7,2.229,2.108,Bird-drop,67.6,93.9,warning,scan,2.0,6
2024-06-06 12:41:00,2024-06-06,12,ahmed.solar@gmail.com,0.866,35.1,65.5,1.27,1.217,Snow-covered,40.4,92.5,warning,scan,0.25,7
2024-06-06 13:32:00,2024-06-06,13,fatima.pv@outlook.com,0.905,33.4,66.9,1.175,1.122,Snow-covered,35.7,86.0,warning,scan,5.0,9
2024-06-07 09:29:00,2024-06-07,9,fatima.pv@outlook.com,0.661,36.2,61.4,0.745,0.695,Physical-damage,45.3,85.3,critical,scan,10.0,5
2024-06-07 17:03:00,2024-06-07,17,maintenance01@solarfarm.com,0.412,32.2,52.8,0.549,0.524,Bird-drop,78.2,88.8,warning,scan,0.6,13
2024-06-08 07:36:00,2024-06-08,7,pvtech.uae@gmail.com,0.222,33.4,54.3,0.141,0.132,Dusty,71.0,86.4,info,scan,0.33,10
2024-06-09 08:29:00,2024-06-09,8,fatima.pv@outlook.com,0.439,37.2,64.0,0.092,0.087,Snow-covered,12.2,91.4,warning,scan,5.0,13
2024-06-10 07:23:00,2024-06-10,7,reemya185@gmail.com,0.224,33.7,53.3,0.166,0.155,Clean,82.6,89.3,info,scan,0.6,7
2024-06-10 17:28:00,2024-06-10,17,maintenance01@solarfarm.com,0.471,35.4,57.1,0.601,0.576,Dusty,75.2,83.5,info,scan,1.0,8
2024-06-11 07:22:00,2024-06-11,7,solarcheck.qa@gmail.com,0.237,36.8,54.8,0.025,0.023,Snow-covered,11.6,94.4,warning,scan,0.33,5
2024-06-12 09:40:00,2024-06-12,9,solar.ops.ksa@gmail.com,0.594,34.6,60.9,1.181,1.121,Clean,81.3,96.1,info,scan,3.0,6
2024-06-12 13:28:00,2024-06-12,13,fatima.pv@outlook.com,0.823,36.5,65.1,2.215,2.115,Bird-drop,74.0,87.5,warning,scan,2.0,10
2024-06-13 12:15:00,2024-06-13,12,maintenance01@solarfarm.com,0.819,36.9,68.9,2.018,1.884,Dusty,66.2,95.4,info,scan,10.0,17
2024-06-13 13:03:00,2024-06-13,13,green.energy.eg@gmail.com,0.907,35.1,66.6,2.627,2.491,Clean,79.0,94.8,info,scan,0.45,4
2024-06-14 08:13:00,2024-06-14,8,maintenance01@solarfarm.com,0.45,35.6,58.9,0.598,0.561,Bird-drop,76.6,96.8,warning,scan,0.3,3
2024-06-18 17:10:00,2024-06-18,17,fatima.pv@outlook.com,0.43,37.0,59.8,0.602,0.564,Clean,80.6,95.4,info,scan,8.0,3
2024-06-19 08:50:00,2024-06-19,8,reemya185@gmail.com,0.398,35.1,55.3,0.569,0.53,Clean,81.9,92.7,info,scan,0.6,7
2024-06-21 07:47:00,2024-06-21,7,solar.ops.ksa@gmail.com,0.215,37.7,59.0,0.143,0.136,Dusty,75.5,81.5,info,scan,2.0,11
