timestamp,panel_id,defect_type,severity,confidence,irradiation,ambient_temp_c,module_temp_c,dc_power_kw,ac_power_kw,efficiency_pct,panel_capacity_kw,panel_age_years
2024-01-24 18:15:00,fatima.pv@outlook.com,Physical-damage,critical,92.8,0.134,13.9,34.0,0.064,0.061,54.3,5.0,8.0
2024-01-25 10:13:00,solarcheck.qa@gmail.com,Clean,info,92.4,0.391,17.2,42.1,1.049,1.007,89.4,5.0,6.0
2024-01-26 08:59:00,pvtech.uae@gmail.com,Physical-damage,critical,88.4,0.269,13.5,32.4,0.205,0.195,44.6,0.5,8.0
2024-01-26 12:50:00,solar.ops.ksa@gmail.com,Clean,info,88.5,0.48,16.2,41.6,1.557,1.489,89.3,1.0,19.0
2024-01-27 14:00:00,inspector_m@yahoo.com,Dusty,info,89.8,0.469,14.9,40.8,1.228,1.16,75.6,1.0,11.0
2024-01-28 11:10:00,reemya185@gmail.com,Bird-drop,warning,87.3,0.446,15.1,36.5,1.204,1.149,78.7,0.72,12.0
2024-01-29 12:19:00,solar.ops.ksa@gmail.com,Clean,info,91.3,0.515,15.8,41.1,1.674,1.6,89.4,0.5,4.0
2024-01-31 18:12:00,maintenance01@solarfarm.com,Clean,info,94.2,0.125,17.0,33.4,0.101,0.096,91.7,0.25,8.0
2024-02-01 18:30:00,inspector_m@yahoo.com,Bird-drop,warning,89.5,0.129,16.4,32.8,0.097,0.092,85.1,3.0,6.0
2024-02-02 13:05:00,inspector_m@yahoo.com,Electrical-damage,critical,97.3,0.666,15.4,44.2,0.936,0.878,37.9,8.0,4.0
2024-02-02 17:52:00,ahmed.solar@gmail.com,Dusty,info,87.0,0.31,17.8,38.4,0.381,0.359,71.2,0.25,7.0
2024-02-03 11:12:00,solar.ops.ksa@gmail.com,Clean,info,96.7,0.544,15.4,42.9,1.653,1.552,87.2,0.33,3.0
2024-02-04 09:06:00,reemya185@gmail.com,Dusty,info,85.0,0.43,14.6,39.9,0.757,0.717,71.8,1.0,5.0
2024-02-05 16:36:00,pvtech.uae@gmail.com,Snow-covered,warning,86.3,0.435,15.7,41.8,0.191,0.178,17.6,1.5,11.0
2024-02-06 07:56:00,solarcheck.qa@gmail.com,Electrical-damage,critical,88.5,0.163,19.6,35.8,0.069,0.065,47.6,10.0,10.0
2024-02-06 15:17:00,inspector_m@yahoo.com,Clean,info,96.1,0.534,18.4,43.3,1.426,1.329,86.4,0.6,10.0
2024-02-06 16:50:00,solarcheck.qa@gmail.com,Dusty,info,95.2,0.399,14.2,37.4,0.683,0.655,70.7,0.45,3.0
2024-02-07 10:27:00,inspector_m@yahoo.com,Dusty,info,81.8,0.435,16.5,39.1,0.968,0.915,73.0,10.0,5.0
2024-02-07 16:51:00,inspector_m@yahoo.com,Bird-drop,warning,85.6,0.362,16.5,41.1,0.739,0.696,82.8,1.5,2.0
2024-02-07 17:42:00,ahmed.solar@gmail.com,Clean,info,88.8,0.289,15.8,34.8,0.452,0.429,91.3,0.72,4.0
2024-02-14 17:38:00,reemya185@gmail.com,Electrical-damage,critical,98.2,0.289,14.1,32.9,0.278,0.264,56.2,0.4,4.0
2024-02-14 18:52:00,reemya185@gmail.com,Clean,info,88.9,0.143,14.4,33.3,0.116,0.111,92.7,0.4,17.0
2024-02-15 12:51:00,nora.renewables@hotmail.com,Dusty,info,88.0,0.668,15.1,40.5,2.04,1.943,83.7,1.0,14.0
2024-02-16 15:07:00,pvtech.uae@gmail.com,Clean,info,90.2,0.512,14.8,41.5,1.377,1.308,88.7,0.4,5.0
2024-02-18 13:41:00,green.energy.eg@gmail.com,Clean,info,95.9,0.593,14.7,44.3,1.901,1.816,88.1,0.25,5.0
2024-02-19 13:56:00,green.energy.eg@gmail.com,Snow-covered,warning,87.1,0.616,17.1,46.7,0.74,0.7,32.7,0.3,17.0
2024-02-19 14:59:00,green.energy.eg@gmail.com,Dusty,info,89.0,0.595,14.4,43.1,1.563,1.456,74.8,0.25,8.0
2024-02-20 17:18:00,solar.ops.ksa@gmail.com,Physical-damage,critical,93.6,0.31,18.3,40.1,0.301,0.288,57.1,0.25,6.0
2024-02-21 12:05:00,solarcheck.qa@gmail.com,Snow-covered,warning,87.7,0.571,18.2,42.7,0.649,0.617,31.1,0.6,7.0
2024-02-24 18:42:00,ahmed.solar@gmail.com,Electrical-damage,critical,97.4,0.128,18.2,39.4,0.048,0.045,42.0,8.0,6.0
2024-02-26 10:14:00,pvtech.uae@gmail.com,Physical-damage,critical,89.7,0.549,14.8,40.9,0.889,0.838,53.0,5.0,9.0
2024-02-26 17:12:00,ahmed.solar@gmail.com,Dusty,info,94.3,0.299,18.8,43.1,0.35,0.33,67.9,5.0,10.0
2024-02-27 16:24:00,solarcheck.qa@gmail.com,Clean,info,90.3,0.383,18.3,43.1,0.825,0.773,87.0,5.0,8.0
2024-02-28 10:58:00,nora.renewables@hotmail.com,Clean,info,96.1,0.55,15.3,41.9,1.477,1.402,88.5,0.72,12.0
2024-02-29 11:58:00,reemya185@gmail.com,Physical-damage,critical,94.6,0.521,14.4,37.4,1.286,1.198,70.3,0.72,4.0
2024-03-01 07:38:00,maintenance01@solarfarm.com,Physical-damage,critical,84.6,0.18,20.7,40.7,0.067,0.063,41.8,2.0,9.0
2024-03-01 15:24:00,ahmed.solar@gmail.com,Dusty,info,84.7,0.609,23.2,51.4,1.431,1.366,77.9,1.5,20.0
2024-03-01 16:09:00,maintenance01@solarfarm.com,Clean,info,97.7,0.51,23.9,50.7,1.062,1.002,84.7,0.4,4.0
2024-03-02 11:50:00,solarcheck.qa@gmail.com,Dusty,info,92.6,0.575,23.6,49.5,1.489,1.428,75.9,0.25,8.0
2024-03-02 12:25:00,nora.renewables@hotmail.com,Electrical-damage,critical,91.4,0.742,18.6,46.6,1.551,1.457,56.5,8.0,9.0
2024-03-02 14:45:00,maintenance01@solarfarm.com,Dusty,info,93.9,0.7,18.1,43.8,1.783,1.677,73.2,0.72,6.0
2024-03-02 17:20:00,nora.renewables@hotmail.com,Clean,info,92.1,0.357,18.1,42.8,0.539,0.51,87.8,0.72,18.0
2024-03-03 10:53:00,reemya185@gmail.com,Physical-damage,critical,94.2,0.597,20.0,44.6,0.892,0.851,49.5,5.0,8.0
2024-03-04 16:33:00,solarcheck.qa@gmail.com,Electrical-damage,critical,95.2,0.438,21.0,43.6,0.36,0.337,33.2,0.72,7.0
2024-03-06 08:13:00,ahmed.solar@gmail.com,Bird-drop,warning,87.0,0.344,23.0,42.8,0.472,0.443,79.2,0.25,14.0
2024-03-06 14:23:00,pvtech.uae@gmail.com,Bird-drop,warning,88.0,0.722,23.7,54.9,1.798,1.716,72.6,0.5,2.0
2024-03-07 10:06:00,nora.renewables@hotmail.com,Clean,info,88.1,0.53,22.1,45.8,1.4,1.325,86.8,0.45,13.0
2024-03-07 13:07:00,nora.renewables@hotmail.com,Clean,info,98.2,0.666,20.2,47.6,2.105,2.002,86.5,0.4,4.0
2024-03-07 16:41:00,solar.ops.ksa@gmail.com,Clean,info,94.3,0.523,19.7,47.9,1.103,1.039,85.6,0.3,7.0
2024-03-08 18:29:00,green.energy.eg@gmail.com,Bird-drop,warning,91.9,0.172,22.2,38.4,0.127,0.122,84.7,0.4,8.0
2024-03-09 08:56:00,maintenance01@solarfarm.com,Clean,info,98.1,0.353,20.3,44.3,0.53,0.508,88.5,3.0,7.0
2024-03-10 11:59:00,solarcheck.qa@gmail.com,Clean,info,93.6,0.677,22.7,51.4,1.982,1.854,83.7,3.0,3.0
2024-03-11 07:16:00,green.energy.eg@gmail.com,Dusty,info,84.2,0.147,19.4,40.9,0.103,0.098,79.6,0.3,6.0
2024-03-12 10:44:00,ahmed.solar@gmail.com,Bird-drop,warning,94.3,0.561,20.7,45.2,1.432,1.349,83.5,0.4,6.0
2024-03-12 16:25:00,maintenance01@solarfarm.com,Snow-covered,warning,89.1,0.492,23.2,46.1,0.618,0.59,51.7,3.0,17.0
2024-03-15 11:04:00,solarcheck.qa@gmail.com,Dusty,info,85.1,0.587,20.9,44.9,1.4,1.32,68.7,0.45,15.0
2024-03-17 16:47:00,maintenance01@solarfarm.com,Dusty,info,92.1,0.518,23.7,51.5,0.854,0.804,66.9,0.4,9.0
2024-03-18 11:08:00,maintenance01@solarfarm.com,Dusty,info,82.3,0.572,21.1,44.7,1.367,1.284,68.6,0.3,15.0
2024-03-18 17:15:00,solar.ops.ksa@gmail.com,Snow-covered,warning,90.3,0.352,23.6,45.4,0.164,0.157,27.4,3.0,13.0
2024-03-19 08:40:00,maintenance01@solarfarm.com,Dusty,info,91.3,0.349,18.4,39.8,0.503,0.47,82.8,10.0,7.0
2024-03-19 15:15:00,fatima.pv@outlook.com,Snow-covered,warning,94.4,0.623,19.1,48.7,0.432,0.409,22.8,1.5,4.0
2024-03-20 17:39:00,maintenance01@solarfarm.com,Physical-damage,critical,91.1,0.305,22.9,46.2,0.313,0.298,60.1,0.5,9.0
2024-03-22 08:26:00,pvtech.uae@gmail.com,Dusty,info,95.0,0.337,22.2,44.0,0.471,0.447,81.5,1.5,6.0
2024-03-22 09:10:00,ahmed.solar@gmail.com,Electrical-damage,critical,90.4,0.492,23.9,48.9,0.522,0.491,43.0,8.0,1.0
2024-03-22 09:54:00,green.energy.eg@gmail.com,Dusty,info,86.8,0.461,23.2,47.8,0.866,0.816,76.3,0.3,19.0
2024-03-24 08:57:00,inspector_m@yahoo.com,Snow-covered,warning,90.7,0.289,20.1,39.9,0.221,0.212,45.1,0.33,18.0
2024-03-25 10:55:00,green.energy.eg@gmail.com,Clean,info,91.3,0.569,19.8,44.6,1.51,1.415,86.3,0.4,8.0
2024-03-25 17:41:00,fatima.pv@outlook.com,Snow-covered,warning,91.0,0.33,19.1,43.9,0.099,0.094,17.5,0.33,9.0
2024-03-27 10:36:00,green.energy.eg@gmail.com,Physical-damage,critical,97.2,0.538,22.3,49.3,0.829,0.787,50.8,0.33,10.0
2024-03-27 14:34:00,fatima.pv@outlook.com,Dusty,info,85.8,0.704,20.8,46.8,1.865,1.79,77.7,0.5,15.0
2024-03-28 10:17:00,reemya185@gmail.com,Electrical-damage,critical,94.4,0.612,19.3,43.5,1.102,1.035,58.7,0.72,7.0
2024-04-01 13:08:00,reemya185@gmail.com,Clean,info,95.1,0.883,28.3,57.8,2.665,2.512,81.9,0.4,9.0
2024-04-04 18:16:00,ahmed.solar@gmail.com,Snow-covered,warning,91.6,0.215,26.3,48.9,0.069,0.064,35.5,3.0,5.0
2024-04-05 08:12:00,nora.renewables@hotmail.com,Physical-damage,critical,87.7,0.374,23.3,48.9,0.323,0.303,49.8,2.0,5.0
2024-04-08 09:33:00,solar.ops.ksa@gmail.com,Dusty,info,85.1,0.55,24.6,47.6,1.05,1.007,78.9,0.25,8.0
2024-04-12 12:40:00,inspector_m@yahoo.com,Clean,info,98.8,0.866,26.1,55.1,2.647,2.528,84.0,5.0,5.0
2024-04-12 13:18:00,nora.renewables@hotmail.com,Bird-drop,warning,91.7,0.856,24.7,54.4,2.369,2.271,76.4,8.0,2.0
2024-04-14 11:06:00,solarcheck.qa@gmail.com,Clean,info,94.8,0.833,25.8,59.0,2.355,2.25,82.5,3.0,6.0
2024-04-16 12:12:00,pvtech.uae@gmail.com,Bird-drop,warning,88.8,0.719,23.5,53.8,2.056,1.944,77.8,1.5,11.0
2024-04-16 17:02:00,solar.ops.ksa@gmail.com,Electrical-damage,critical,89.0,0.416,24.5,48.0,0.399,0.375,55.4,1.5,6.0
2024-04-17 11:22:00,green.energy.eg@gmail.com,Bird-drop,warning,96.8,0.798,26.4,58.4,1.966,1.859,71.2,5.0,13.0
2024-04-17 15:49:00,pvtech.uae@gmail.com,Clean,info,98.2,0.625,23.6,52.0,1.606,1.516,84.2,0.4,10.0
2024-04-18 17:58:00,inspector_m@yahoo.com,Dusty,info,91.2,0.327,26.8,47.6,0.395,0.374,70.3,10.0,9.0
2024-04-20 11:34:00,solarcheck.qa@gmail.com,Dusty,info,93.0,0.838,25.7,55.2,2.091,1.952,71.2,10.0,14.0
2024-04-24 07:18:00,maintenance01@solarfarm.com,Clean,info,94.0,0.188,27.4,49.4,0.142,0.136,86.4,5.0,3.0
2024-04-25 09:11:00,fatima.pv@outlook.com,Electrical-damage,critical,88.8,0.561,26.0,53.2,0.749,0.707,54.3,0.45,5.0
2024-04-25 14:11:00,pvtech.uae@gmail.com,Physical-damage,critical,93.6,0.825,23.5,53.3,1.356,1.3,48.2,0.5,14.0
2024-04-26 07:04:00,pvtech.uae@gmail.com,Clean,info,98.4,0.174,24.9,42.5,0.136,0.13,89.2,5.0,14.0
2024-04-28 10:43:00,inspector_m@yahoo.com,Dusty,info,90.1,0.713,27.6,56.9,1.475,1.414,68.8,3.0,3.0
2024-04-28 11:34:00,inspector_m@yahoo.com,Clean,info,94.1,0.752,28.9,56.2,2.154,2.007,81.6,0.4,11.0
2024-04-29 18:29:00,green.energy.eg@gmail.com,Dusty,info,81.2,0.184,23.4,42.2,0.113,0.106,68.8,0.25,2.0
2024-04-30 10:22:00,reemya185@gmail.com,Snow-covered,warning,94.0,0.731,26.4,56.7,0.348,0.333,15.8,0.45,4.0
2024-04-30 13:08:00,reemya185@gmail.com,Electrical-damage,critical,88.7,0.731,28.5,55.3,0.786,0.743,29.3,3.0,4.0
2024-05-01 13:39:00,reemya185@gmail.com,Dusty,info,94.5,0.819,33.3,65.8,1.849,1.757,61.7,1.0,6.0
2024-05-03 15:49:00,solarcheck.qa@gmail.com,Dusty,info,93.5,0.767,28.9,60.2,1.785,1.702,77.0,2.0,7.0
2024-05-03 18:49:00,nora.renewables@hotmail.com,Dusty,info,82.6,0.214,32.1,53.8,0.124,0.116,64.7,2.0,14.0
2024-05-04 10:10:00,fatima.pv@outlook.com,Dusty,info,81.3,0.759,32.1,62.5,1.742,1.66,75.9,0.6,7.0
2024-05-04 14:51:00,inspector_m@yahoo.com,Bird-drop,warning,82.6,0.733,32.1,62.2,1.751,1.644,68.5,3.0,4.0
2024-05-05 07:00:00,fatima.pv@outlook.com,Clean,info,93.2,0.211,30.9,47.9,0.161,0.152,86.0,0.72,6.0
2024-05-05 09:09:00,reemya185@gmail.com,Dusty,info,86.7,0.541,30.6,58.2,0.881,0.842,67.1,8.0,1.0
2024-05-06 07:41:00,maintenance01@solarfarm.com,Electrical-damage,critical,96.7,0.202,28.7,46.2,0.069,0.066,39.0,0.33,2.0
2024-05-08 11:53:00,nora.renewables@hotmail.com,Dusty,info,83.2,0.918,31.4,66.5,2.058,1.92,63.9,0.72,7.0
2024-05-08 12:42:00,reemya185@gmail.com,Snow-covered,warning,86.0,0.967,31.3,65.1,0.669,0.628,18.7,0.4,8.0
2024-05-08 14:54:00,inspector_m@yahoo.com,Dusty,info,93.9,0.746,33.6,63.0,1.732,1.626,66.6,8.0,5.0
2024-05-10 09:25:00,pvtech.uae@gmail.com,Bird-drop,warning,94.5,0.593,30.1,58.5,1.036,0.972,70.6,5.0,7.0
2024-05-11 17:41:00,pvtech.uae@gmail.com,Physical-damage,critical,90.0,0.384,30.2,55.5,0.43,0.409,65.5,5.0,4.0
2024-05-12 08:49:00,inspector_m@yahoo.com,Dusty,info,85.3,0.375,29.3,51.3,0.5,0.473,77.5,8.0,9.0
2024-05-12 10:46:00,nora.renewables@hotmail.com,Dusty,info,83.5,0.698,31.8,61.2,1.373,1.3,64.7,1.0,7.0
2024-05-13 08:47:00,solarcheck.qa@gmail.com,Clean,info,89.2,0.384,32.8,54.6,0.551,0.52,83.3,0.6,5.0
2024-05-14 11:48:00,green.energy.eg@gmail.com,Snow-covered,warning,97.5,0.914,28.2,61.9,0.926,0.887,29.7,0.6,8.0
2024-05-16 07:06:00,reemya185@gmail.com,Dusty,info,95.5,0.219,31.0,51.3,0.151,0.144,78.5,0.5,5.0
2024-05-16 14:46:00,maintenance01@solarfarm.com,Bird-drop,warning,89.4,0.757,32.1,59.2,1.857,1.731,69.9,0.6,6.0
2024-05-20 07:30:00,reemya185@gmail.com,Bird-drop,warning,88.1,0.193,32.1,49.7,0.126,0.119,73.6,0.5,4.0
2024-05-22 12:14:00,inspector_m@yahoo.com,Physical-damage,critical,86.6,0.82,31.5,61.4,1.543,1.441,50.6,5.0,11.0
2024-05-26 12:01:00,fatima.pv@outlook.com,Dusty,info,93.3,0.959,33.7,68.7,2.395,2.252,67.6,3.0,6.0
2024-05-28 16:41:00,solarcheck.qa@gmail.com,Dusty,info,94.9,0.637,32.7,61.8,1.102,1.053,71.2,0.72,17.0
2024-05-28 17:28:00,fatima.pv@outlook.com,Bird-drop,warning,94.0,0.415,31.5,53.1,0.515,0.485,71.9,0.3,7.0
2024-05-29 12:30:00,ahmed.solar@gmail.com,Clean,info,95.9,0.825,33.5,65.9,2.397,2.288,79.8,2.0,4.0
2024-05-30 08:42:00,nora.renewables@hotmail.com,Dusty,info,95.5,0.439,28.0,50.9,0.555,0.523,73.2,0.5,10.0
2024-05-30 10:19:00,ahmed.solar@gmail.com,Dusty,info,85.1,0.638,29.0,56.2,1.346,1.262,68.7,0.45,10.0
2024-06-01 07:41:00,ahmed.solar@gmail.com,Snow-covered,warning,89.9,0.247,37.4,58.4,0.031,0.03,14.5,0.45,13.0
2024-06-03 10:40:00,fatima.pv@outlook.com,Clean,info,94.5,0.731,32.7,64.4,1.774,1.697,80.6,1.5,4.0
2024-06-05 07:34:00,ahmed.solar@gmail.com,Bird-drop,warning,86.5,0.247,37.0,59.3,0.162,0.155,74.9,1.5,11.0
2024-06-05 13:17:00,inspector_m@yahoo.com,Dusty,info,90.2,0.998,33.3,65.4,2.667,2.498,72.0,8.0,13.0
2024-06-05 14:10:00,ahmed.solar@gmail.com,Bird-drop,warning,93.9,0.953,35.8,70.7,2.229,2.108,67.6,2.0,6.0
2024-06-06 12:41:00,ahmed.solar@gmail.com,Snow-covered,warning,92.5,0.866,35.1,65.5,1.27,1.217,40.4,0.25,7.0
2024-06-06 13:32:00,fatima.pv@outlook.com,Snow-covered,warning,86.0,0.905,33.4,66.9,1.175,1.122,35.7,5.0,9.0
2024-06-07 09:29:00,fatima.pv@outlook.com,Physical-damage,critical,85.3,0.661,36.2,61.4,0.745,0.695,45.3,10.0,5.0
2024-06-07 17:03:00,maintenance01@solarfarm.com,Bird-drop,warning,88.8,0.412,32.2,52.8,0.549,0.524,78.2,0.6,13.0
2024-06-08 07:36:00,pvtech.uae@gmail.com,Dusty,info,86.4,0.222,33.4,54.3,0.141,0.132,71.0,0.33,10.0
2024-06-09 08:29:00,fatima.pv@outlook.com,Snow-covered,warning,91.4,0.439,37.2,64.0,0.092,0.087,12.2,5.0,13.0
2024-06-10 07:23:00,reemya185@gmail.com,Clean,info,89.3,0.224,33.7,53.3,0.166,0.155,82.6,0.6,7.0
2024-06-10 17:28:00,maintenance01@solarfarm.com,Dusty,info,83.5,0.471,35.4,57.1,0.601,0.576,75.2,1.0,8.0
2024-06-11 07:22:00,solarcheck.qa@gmail.com,Snow-covered,warning,94.4,0.237,36.8,54.8,0.025,0.023,11.6,0.33,5.0
2024-06-12 09:40:00,solar.ops.ksa@gmail.com,Clean,info,96.1,0.594,34.6,60.9,1.181,1.121,81.3,3.0,6.0
2024-06-12 13:28:00,fatima.pv@outlook.com,Bird-drop,warning,87.5,0.823,36.5,65.1,2.215,2.115,74.0,2.0,10.0
2024-06-13 12:15:00,maintenance01@solarfarm.com,Dusty,info,95.4,0.819,36.9,68.9,2.018,1.884,66.2,10.0,17.0
2024-06-13 13:03:00,green.energy.eg@gmail.com,Clean,info,94.8,0.907,35.1,66.6,2.627,2.491,79.0,0.45,4.0
2024-06-14 08:13:00,maintenance01@solarfarm.com,Bird-drop,warning,96.8,0.45,35.6,58.9,0.598,0.561,76.6,0.3,3.0
2024-06-18 17:10:00,fatima.pv@outlook.com,Clean,info,95.4,0.43,37.0,59.8,0.602,0.564,80.6,8.0,3.0
2024-06-19 08:50:00,reemya185@gmail.com,Clean,info,92.7,0.398,35.1,55.3,0.569,0.53,81.9,0.6,7.0
2024-06-21 07:47:00,solar.ops.ksa@gmail.com,Dusty,info,81.5,0.215,37.7,59.0,0.143,0.136,75.5,2.0,11.0
2024-06-22 11:27:00,ahmed.solar@gmail.com,Clean,info,98.0,0.887,32.3,64.9,2.439,2.283,78.6,0.3,5.0
2024-06-23 15:10:00,fatima.pv@outlook.com,Electrical-damage,critical,98.9,0.809,32.1,61.2,1.243,1.165,50.0,0.5,7.0
2024-06-24 11:43:00,ahmed.solar@gmail.com,Dusty,info,89.2,0.809,36.3,68.8,2.01,1.918,72.4,0.3,8.0
2024-06-26 09:19:00,ahmed.solar@gmail.com,Clean,info,90.2,0.58,32.2,59.3,1.161,1.098,81.6,0.6,12.0
2024-06-26 13:29:00,fatima.pv@outlook.com,Snow-covered,warning,94.9,1.036,36.0,71.0,1.058,1.007,28.0,5.0,5.0
2024-06-26 17:41:00,nora.renewables@hotmail.com,Physical-damage,critical,88.6,0.439,32.2,55.9,0.426,0.403,56.4,1.5,2.0
2024-06-28 10:47:00,ahmed.solar@gmail.com,Dusty,info,95.4,0.777,37.1,64.9,1.464,1.397,62.4,1.0,8.0
2024-06-28 12:35:00,solarcheck.qa@gmail.com,Dusty,info,86.8,0.935,34.9,68.7,2.041,1.956,60.2,5.0,6.0
2024-06-29 12:51:00,solar.ops.ksa@gmail.com,Clean,info,93.6,0.936,33.6,66.1,2.717,2.577,79.2,0.6,6.0
2024-06-30 09:23:00,nora.renewables@hotmail.com,Bird-drop,warning,96.0,0.554,37.3,63.8,0.976,0.928,72.2,0.5,11.0
2024-07-01 07:45:00,pvtech.uae@gmail.com,Bird-drop,warning,93.2,0.235,38.4,60.2,0.154,0.143,72.6,1.5,10.0
2024-07-01 09:12:00,maintenance01@solarfarm.com,Clean,info,93.4,0.562,35.0,63.3,1.105,1.036,79.4,0.72,3.0
2024-07-01 09:55:00,reemya185@gmail.com,Bird-drop,warning,85.9,0.526,36.8,61.1,0.957,0.908,74.4,0.5,8.0
2024-07-01 10:13:00,solarcheck.qa@gmail.com,Physical-damage,critical,92.0,0.719,39.9,69.5,0.995,0.933,45.0,0.45,11.0
2024-07-01 11:07:00,pvtech.uae@gmail.com,Electrical-damage,critical,89.5,0.796,36.3,67.2,1.063,0.998,38.3,3.0,14.0
2024-07-02 17:14:00,inspector_m@yahoo.com,Dusty,info,80.4,0.45,36.4,60.4,0.506,0.48,65.6,5.0,1.0
2024-07-07 07:25:00,reemya185@gmail.com,Snow-covered,warning,96.6,0.23,39.2,57.6,0.087,0.081,42.0,1.5,12.0
2024-07-07 16:50:00,nora.renewables@hotmail.com,Clean,info,97.0,0.532,35.7,63.7,1.044,0.979,79.3,3.0,3.0
2024-07-10 15:16:00,reemya185@gmail.com,Dusty,info,90.0,0.731,39.4,70.5,1.565,1.473,70.0,0.6,10.0
2024-07-11 15:47:00,fatima.pv@outlook.com,Dusty,info,94.3,0.69,39.3,70.0,1.329,1.271,63.9,1.0,9.0
2024-07-11 17:01:00,pvtech.uae@gmail.com,Dusty,info,94.3,0.39,39.4,60.7,0.452,0.423,66.7,0.3,17.0
2024-07-12 08:11:00,solarcheck.qa@gmail.com,Dusty,info,92.0,0.448,38.4,62.6,0.498,0.465,63.8,0.5,9.0
2024-07-12 14:19:00,ahmed.solar@gmail.com,Bird-drop,warning,90.0,0.768,38.4,70.1,1.755,1.645,65.5,0.5,3.0
2024-07-14 16:13:00,nora.renewables@hotmail.com,Clean,info,97.9,0.58,35.8,64.1,1.136,1.084,80.5,10.0,10.0
